Date;Prec;Temp;IRA;IRI;Q;Flow
2011-12-02;0.0;20.32;0.0;0.0;0.0681164911217196;0.6742
2011-12-03;0.0;21.16;0.0;0.0;0.06291328837362027;0.6227
2011-12-04;0.5;24.6;0.0;0.0;0.06291328837362027;0.6227
2011-12-05;0.0;25.12;0.0;0.0;0.05797277158950265;0.5738
2011-12-06;0.0;24.68;0.0;0.0;0.05330504407567376;0.5276
2011-12-07;5.6;27.12;0.0;0.0;0.05330504407567376;0.5276
2011-12-08;0.0;24.48;0.0;0.0;0.05330504407567376;0.5276
2011-12-09;0.0;22.8;0.0;0.0;0.0488797959132126;0.4838
2011-12-10;0.0;22.52;0.0;0.0;0.044707130408426166;0.4425
2011-12-11;0.0;23.84;0.0;0.0;0.044707130408426166;0.4425
2011-12-12;3.5;26.56;0.0;0.0;0.044707130408426166;0.4425
2011-12-13;1.8;21.96;0.0;0.0;0.03707913414664951;0.3670000000000001
2011-12-14;1.15;19.76;0.0;0.0;0.0735924831401076;0.7284
2011-12-15;4.8;19.68;0.0;0.0;0.2265666439342275;2.2425
2011-12-16;3.0;21.92;0.0;0.0;0.18274860448081634;1.8088
2011-12-17;0.8;22.88;0.0;0.0;0.14489151574852868;1.4341
2011-12-18;0.55;23.96;0.0;0.0;0.1280695107473921;1.2676
2011-12-19;0.0;25.48;0.0;0.0;0.12015862190901973;1.1893
2011-12-20;0.0;28.76;0.0;0.0;0.10531686494405296;1.0424
2011-12-21;0.0;28.12;0.0;0.0;0.07935136773509131;0.7854
2011-12-22;0.0;28.44;0.0;0.0;0.044707130408426166;0.4425
2011-12-23;0.0;23.56;0.0;0.0;0.024480311181834254;0.2423
2011-12-24;1.5;18.52;0.0;0.0;0.0194084514157258;0.1921
2011-12-25;0.45;19.56;0.0;0.0;0.01715541410926726;0.1698
2011-12-26;0.0;24.0;0.0;0.0;0.015084236316334518;0.1493
2011-12-27;0.0;24.32;0.0;0.0;0.015084236316334518;0.1493
